@relation PresenceOfPecans
@attribute Site numeric
@attribute LATITUDE numeric
@attribute ELEV numeric
@attribute COKLM numeric
@attribute MWM numeric
@attribute MCM numeric
@attribute RHIGH numeric
@attribute RLOW numeric
@attribute RRCORR numeric
@attribute CMAT numeric
@attribute CRR numeric
@attribute RRCORR2 numeric
@attribute SEASON {1,2,3,4}
@attribute RRCORR3 numeric
@attribute ET numeric
@attribute BT numeric
@attribute PET numeric
@attribute AE numeric
@attribute RUNOFF numeric
@attribute BIO5 numeric
@attribute BAR5 numeric
@attribute NAGP numeric
@attribute TEMP numeric
@attribute WATD numeric
@attribute MI numeric
@attribute HIRX numeric
@attribute SNOWAC numeric
@attribute RRANGE numeric
@attribute TRANGE numeric
@attribute REVEN numeric
@attribute MRAIN numeric
@attribute MTEMP numeric
@attribute SDTEMP numeric
@attribute SDRAIN numeric
@attribute CVTEMP numeric
@attribute CVRAIN numeric
@attribute WSTORAGE numeric
@attribute PTOAE numeric
@attribute PTOWATD numeric
@attribute PTORUN numeric
@attribute PTOWATR numeric
@attribute PGROW numeric
@attribute GROWC numeric
@attribute WLTGRC numeric
@attribute WATDGRC numeric
@attribute RUNGRC numeric
@attribute WATRGRC numeric
@attribute WRET numeric
@attribute PERWLTG numeric
@attribute PERWDEF numeric
@attribute PERWRET numeric
@attribute DEFPER numeric
@attribute AVWAT numeric
@attribute CLIM numeric
@attribute CLASS {D, W}
@attribute MEDSTAB numeric
@attribute SUCSTAB numeric
@attribute SUCSTAB2 numeric
@attribute WACCESS numeric
@attribute LLAT numeric
@attribute LBIO5 numeric
@attribute LNAGP numeric
@attribute LMEANELV numeric
@attribute LET numeric
@attribute LPET numeric
@attribute LAE numeric
@attribute LBT numeric
@attribute LTRANGE numeric
@attribute LCMAT numeric
@attribute LMCM numeric
@attribute LMWM numeric
@attribute LMTEMP numeric
@attribute LCVTEMP numeric
@attribute LCRR numeric
@attribute LREVEN numeric
@attribute LRRCORR2 numeric
@attribute LRRCORR3 numeric
@attribute LRRANGE numeric
@attribute LDEFPER numeric
@attribute LPERWDEF numeric
@attribute LPTOAE numeric
@attribute LRUNOFF numeric
@attribute LRHIGH numeric
@attribute LRLOW numeric
@attribute LCOKLM numeric
@attribute LPERWLTG numeric
@attribute LSNOWAC numeric
@attribute LWACCESS numeric
@attribute LPTORUN numeric
@attribute LRUNGRC numeric
@attribute LWRET numeric
@attribute LWLTGRC numeric
@attribute LBAR5 numeric
@attribute LMRAIN numeric
@attribute LWATD numeric
@attribute LCVRAIN numeric
@attribute LPTOWATD numeric
@attribute LPTOWATR numeric
@attribute LWATRGRC numeric
@attribute LHIRX numeric
@attribute LSSTAB2 numeric
@attribute EXPREY numeric
@attribute LEXPREY numeric
@attribute Pecans {0,1}
@data
614,10.17,6,2,27.89,25.28,386.08,2.03,2,26.4907,1413.002,6.5,3,4.5,23.4869,26.4907,1626.6172,864.5502,512.7623,12041.8386,7.3387,1640.8609,56.2575,762.067,-13.1325,1.1512,0,384.05,2.61,3.2788,0.5258,96.4193,0.7849,142.7047,2.9629,121.1928,174.52,1.8815,2.1345,3.1723,34.4266,14,12,6,7,5,5,47.2488,0.5,0.5833,0.4167,58.3333,3,7,D,0.4036,32.0777,32.0777,0.52,1.0077,4.0807,3.2151,0.7789,1.3708,3.2113,2.9368,1.4231,0.4166,1.7888,1.8767,1.4454,2.0018,3.4775,3.1501,0.5157,-3,1.0212,2.5844,1.766,-0.2267,0.2768,2.7099,2.5867,0.3075,0.3032,-0.2924,-2,-0.2757,0.5027,0.6998,1.6745,0.7789,0.8656,-0.2792,2.882,2.0835,0.3313,1.537,0.6998,0.0612,1.5063,1022.2731,3.0096,0
615,7.98,1460,40,24.39,22.39,309.88,25.91,1.5,23.8009,1903.984,6,3,4.5,21.5111,23.8009,1222.0791,1091.8046,688.1826,29625.2564,12.2558,2417.2444,65.1545,130.2745,55.7987,0.6419,0,283.97,2,1.953,8.3613,97.1177,0.5761,111.1096,2.4205,70.0277,161.2,1.1193,9.3808,1.7758,13.1096,22,12,2,4,8,8,93.2203,0.1667,0.3333,0.6667,33.3333,7,6,W,0.0925,4.6033,4.6033,0.8533,0.9025,4.4717,3.3833,3.1644,1.3327,3.0871,3.0381,1.3766,0.301,1.7694,1.8597,1.3872,2.0048,3.4775,3.2797,0.2907,-3,1.0212,2.4533,1.523,-0.4643,0.0528,2.8377,2.4912,1.4135,1.6022,-0.7528,-2,-0.0638,0.2518,0.9036,1.9696,0.3032,1.0883,0.9223,2.1149,1.8453,0.9727,1.1179,0.9036,-0.1925,0.664,498.144,2.6974,0
616,0.93,23,3,26.89,25.5,427.74,154.18,5,26.3102,3836.416,9.5,4,4.5,24.3905,26.3102,1609.9883,1609.9883,2203.0001,56165.581,12.194,4606.0189,57.8298,0,138.2885,0.4197,0,273.56,1.39,1.3379,36.0453,98.0665,0.3967,89.7883,1.5078,28.0851,143.03,1,1609.9883,0.7308,11.2563,34,12,0,0,12,12,143.03,0.001,0,1,0,8,7,W,0.4047,0.0171,0.0171,1.019,-0.0269,4.7495,3.6633,1.3619,1.3872,3.2068,3.2068,1.4201,0.143,1.7875,1.8779,1.4296,2.0089,3.4773,3.5839,0.1264,-3,1.0212,2.4371,-2,-2,0.0043,3.343,2.6312,2.188,0.4786,-1.9586,-2,0.0124,-0.1303,1.0795,2.1555,-2,1.0861,1.5568,-2,1.4485,3.2068,1.0518,1.0795,-0.3771,-1.567,167.8836,2.225,0
617,6.88,29,2,27.28,25.5,471.93,70.1,3,26.5602,2210.054,7.5,3,4.5,24.1364,26.5602,1643.4952,1407.3065,744.9551,29710.9033,8.0647,3684.0476,57.1482,236.1888,34.4728,0.7436,0,401.83,1.78,2.5625,14.8539,97.5374,0.5461,131.8285,2.0562,71.5793,174.52,1.1678,6.9584,2.2062,21.5608,22,12,0,6,6,7,76.2262,0.001,0.5,0.5833,50,7,7,W,0.6077,0.0423,0.0423,1.019,0.8382,4.4729,3.5663,1.4625,1.3827,3.2158,3.1484,1.4242,0.2504,1.7893,1.8779,1.4358,2.0066,3.4774,3.3444,0.4087,-3,1.0212,2.604,1.6991,-0.2924,0.0711,2.8721,2.6739,1.8457,0.3032,-1.9586,-2,0.0124,0.3456,0.7789,1.8822,-2,0.9066,1.1718,2.3733,1.8548,0.8431,1.3339,0.8457,-0.1287,-1.2815,275.7888,2.4406,0
618,3,572,145,26.81,26,361.02,211.58,7,26.4492,3444.319,11.5,4,4.5,25.2645,26.4492,1637.6631,1637.6631,1796.4512,56660.5148,11.9583,4738.1933,57.5683,0,110.3191,0.4755,0,149.44,0.81,1.2578,58.6062,98.872,0.2478,47.4206,0.9369,16.5213,174.52,1,1637.6631,0.9116,9.3838,36,12,0,0,12,12,174.52,0.001,0,1,0,8,7,W,0.7078,0.0182,0.0182,1.019,0.4786,4.7533,3.6756,2.7574,1.4025,3.2142,3.2142,1.4224,-0.0915,1.7885,1.8808,1.4283,2.0123,3.4773,3.5371,0.0996,-3,1.0212,2.1745,-2,-2,0.0043,3.2544,2.5575,2.3255,2.1614,-1.9586,-2,0.0124,-0.0355,1.0795,2.2419,-2,1.0777,1.7679,-2,1.218,3.2142,0.9728,1.0795,-0.3228,-1.5498,81.745,1.9125,0
619,3.32,39,2,26.5,25.78,386.08,259.08,6,26.1944,3874.008,10.5,4,4.5,25.1338,26.1944,1593.2057,1593.2057,2257.6629,55860.3585,12.3405,4526.5912,58.2916,0,143.1581,0.4113,0,127,0.72,1.1959,67.1053,98.993,0.1858,41.8336,0.7092,12.9582,174.52,1,1593.2057,0.7057,9.1291,36,12,0,0,12,12,174.52,0.001,0,1,0,8,7,W,0.3785,0.0162,0.0162,1.019,0.5224,4.7471,3.6558,1.5912,1.4003,3.2023,3.2023,1.4182,-0.1427,1.7867,1.8796,1.4232,2.0128,3.4772,3.5882,0.0777,-3,1.0212,2.1038,-2,-2,0.0043,3.3537,2.5867,2.4134,0.3032,-1.9586,-2,0.0124,-0.1453,1.0795,2.2419,-2,1.0913,1.8268,-2,1.1125,3.2023,0.9609,1.0795,-0.3858,-1.5817,92.4843,1.9661,0
620,1.31,2623,2,22.5,21.39,277.88,92.96,-4,21.9907,2441.448,0.5,1,4.5,20.9756,21.9907,1047.1078,1047.1078,1251.3102,43864.8207,19.4505,2255.2034,70.4897,0,133.1611,0.4289,0,184.92,1.11,1.3658,33.4533,98.3556,0.352,62.2877,1.6008,30.6151,143.03,1,1047.1078,0.8368,7.3209,34,12,0,0,12,12,143.03,0.001,0,1,0,8,6,W,0.2572,0.0162,0.0162,1.019,0.1206,4.6421,3.3532,3.4188,1.3217,3.02,3.02,1.3422,0.0453,1.7558,1.8536,1.3522,2.0101,3.4774,3.3876,0.1354,-3,1.0212,2.267,-2,-2,0.0043,3.0974,2.4439,1.9683,0.3032,-1.9586,-2,0.0124,-0.0722,1.0795,2.1555,-2,1.2889,1.5244,-2,1.4859,3.02,0.8652,1.0795,-0.3676,-1.5817,1607.6049,3.2062,0
621,6.61,1413,9,22.75,21.69,535.35,135.64,-4,22.2867,4177.437,0.5,1,4.5,21.2583,22.2867,1071.1009,1071.1009,2931.8161,44458.506,18.9861,2341.6309,69.6159,0,290.0134,0.2564,0,399.71,1.06,1.5378,25.3367,98.4354,0.3157,134.769,1.4165,38.7134,174.52,1,1071.1009,0.3653,6.1374,36,12,0,0,12,12,174.52,0.001,0,1,0,8,6,W,0.2788,0.0143,0.0143,1.019,0.8209,4.648,3.3695,3.1501,1.3275,3.0298,3.0298,1.348,0.0253,1.7581,1.8555,1.357,2.0105,3.4773,3.6209,0.1869,-3,1.0212,2.6017,-2,-2,0.0043,3.4671,2.7286,2.1324,0.9547,-1.9586,-2,0.0124,-0.4256,1.0795,2.2419,-2,1.2784,1.4038,-2,1.5879,3.0298,0.7887,1.0795,-0.5911,-1.6144,665.6483,2.8232,0
622,42.78,1250,715,23.44,-7.83,114.3,15.49,-1,8.5972,692.15,3.5,2,3.5,12.7383,10.1157,673.1687,628.4086,188.0891,15526.2774,16.0689,966.2331,41.6395,44.76,2.8197,0.9726,87.9299,98.81,31.27,1.9817,13.5521,54.3103,11.5246,34.8933,134.0504,60.4954,195.92,1.0712,15.0395,3.579,8.7777,24,7,0,2,5,5,76.6904,0.001,0.2857,0.7143,28.5714,7,3,W,0.0244,0.0163,0.0163,0.5944,1.6313,4.1911,2.9851,3.0969,1.1051,2.8281,2.7982,1.005,1.4951,1.6395,1.625,1.37,1.7657,3.4961,2.8402,0.297,-3,0.9777,1.9948,1.4561,-0.5291,0.0339,2.2744,2.058,1.1901,2.8543,-1.9586,1.9442,-0.2187,0.555,0.6998,1.8848,-2,1.206,1.132,1.651,1.7817,1.1775,0.9439,0.6998,-0.0121,-1.58,1005.5011,3.0024,0
623,30.37,9,68,35.78,11.5,37.08,0,5,25.1528,172.212,9.5,4,4.5,16.389,25.1528,1425.8306,160.8322,80.019,837.3085,8.3235,100.5956,44.8774,1264.9984,-87.922,8.2795,0,37.08,24.28,2.5838,0,69.9431,8.7123,14.8894,34.6375,103.7517,94.1372,8.8653,1.1271,17.8187,102.1815,10,12,7,8,4,4,13.9539,0.5833,0.6667,0.3333,66.6667,1,4,D,2.8127,41.1304,26.8609,0.4367,1.4826,2.9229,2.0026,0.9547,1.2146,3.1541,2.2064,1.4006,1.3852,1.7793,1.7889,1.5536,1.8689,3.4821,2.2361,0.4123,-3,1.0212,1.5691,1.824,-0.1696,0.9482,1.9032,1.5691,-2,1.8326,-0.2267,-2,-0.35,1.2511,0.6031,1.145,0.8457,0.9203,-2,3.1021,2.016,0.0558,2.0094,0.6031,0.918,1.4293,61.4739,1.7887,0
624,29.07,3483,275,33,8.5,27.94,0.03,5,20.9907,140.0556,9.5,4,4.5,15.6615,20.9907,1153.4232,140.0556,31.0588,687.6633,8.6004,79.9574,47.2335,1013.3676,-87.8574,8.2355,0,27.91,24.5,2.3939,0.1074,68.5897,8.4467,11.2237,40.24,96.165,68.95,8.2355,1.1382,37.1368,163.6108,9,12,6,9,3,4,7.0498,0.5,0.75,0.3333,75,1,4,D,2.6191,33.0774,21.9123,0.52,1.4636,2.8374,1.9029,3.542,1.1948,3.062,2.1463,1.322,1.3892,1.7481,1.7672,1.5185,1.8609,3.4829,2.1463,0.3791,-3,1.0212,1.4458,1.8751,-0.1192,0.9162,1.4923,1.4462,-1.5229,2.4393,-0.2924,-2,-0.2757,1.5699,0.4786,0.8488,0.7789,0.9345,-0.969,3.0058,1.983,0.06,2.2138,0.6031,0.9157,1.3409,63.7615,1.8046,0
625,28.98,26,2,32.39,14,71.12,0.03,5,23.838,257.1496,9.5,4,4.5,16.7874,23.838,1331.0074,179.7278,99.0153,1434.1059,11.8555,120.9654,50.4361,1151.2796,-80.6801,5.176,0,71.09,18.39,3.3188,0.0422,76.2372,6.7698,26.6174,28.3994,124.2113,68.95,7.4057,1.1561,13.4424,88.3791,11,12,7,8,4,4,15.0602,0.5833,0.6667,0.3333,66.6667,1,5,D,3.0519,45.3613,32.2328,0.4367,1.4622,3.1566,2.0827,1.4151,1.225,3.1242,2.2546,1.3773,1.2646,1.7697,1.8062,1.5104,1.9044,3.4812,2.4102,0.521,-3,1.0212,1.8518,1.824,-0.1696,0.8702,1.9957,1.852,-1.5229,0.3032,-0.2267,-2,-0.35,1.1288,0.6031,1.1781,0.8457,1.0739,-1.3747,3.0612,2.0942,0.0667,1.9464,0.6031,0.714,1.5084,56.0809,1.7488,0
626,38.15,4427,370,23.72,-1.89,85.09,3.05,-4,10.6759,414.02,0.5,1,0.5,13.2661,10.9583,683.2652,282.5802,238.6099,5640.1103,21.9985,256.3866,48.2816,400.685,-39.4057,1.6503,120.6539,82.04,25.61,2.4663,3.5844,62.7328,9.6772,25.5622,90.645,74.0898,143.03,2.418,1.7052,2.8635,11.8451,17,8,4,4,4,3,57.6835,0.5,0.5,0.375,50,2,3,D,0.7234,14.221,14.221,0.3467,1.5816,3.7513,2.4089,3.6461,1.1227,2.8346,2.4511,1.0397,1.4084,1.6597,1.6822,1.3751,1.8243,3.49,2.617,0.392,-3,0.8129,1.914,1.6991,-0.2924,0.3852,2.3777,1.9299,0.4843,2.5682,-0.2924,2.0816,-0.4477,0.4584,0.6031,1.7611,0.6031,1.3424,0.5544,2.6028,1.8698,0.2343,1.0739,0.4786,0.2176,1.1532,401.3037,2.6035,0
627,25.63,13,2,32.28,19.28,29.97,0,6,26.375,120.142,10.5,4,4.5,18.4868,26.375,1529.7125,195.5171,61.6271,235.6455,1.6939,139.1127,51.1123,1334.1954,-92.1461,12.7325,0,29.97,13,2.9935,0,83.1781,4.8071,12.2938,18.226,122.7925,143.03,7.8239,1.1465,24.8221,152.8429,3,12,8,10,2,2,10.0084,0.6667,0.8333,0.1667,83.3333,1,6,D,7.1267,82.9707,29.9419,0.3533,1.4089,2.3723,2.1434,1.1143,1.2669,3.1846,2.2912,1.4212,1.1139,1.788,1.8406,1.5089,1.9404,3.4798,2.0797,0.4762,-3,1.0212,1.4767,1.9209,-0.074,0.894,1.7898,1.4767,-2,0.3032,-0.1696,-2,-0.4397,1.395,0.3032,1.0008,0.9036,0.2289,-2,3.1252,2.0892,0.0631,2.1843,0.3032,1.1049,1.4764,141.9462,2.1521,0
628,26.65,16,9,32.5,18,37.08,0,5,26.0139,137.16,9.5,4,4.5,18,26.0139,1485.3342,208.0248,120.6969,282.6051,1.8328,154.1953,50.821,1277.3094,-90.7657,10.8292,0,37.08,14.5,3.2441,0,81.2903,5.3168,14.5683,20.4383,127.4563,143.03,7.1402,1.1629,12.3063,93.1676,3,12,8,9,3,3,15.9426,0.6667,0.75,0.25,75,1,5,D,4.7131,79.7801,34.5911,0.3533,1.4259,2.4512,2.1881,1.2044,1.2553,3.1718,2.3181,1.4152,1.1614,1.7854,1.8325,1.5119,1.9309,3.4801,2.1372,0.5111,-3,1.0212,1.5691,1.8751,-0.1192,0.8543,2.0817,1.5691,-2,0.9547,-0.1696,-2,-0.4397,1.0905,0.4786,1.2028,0.9036,0.2631,-2,3.1063,2.1054,0.0693,1.9693,0.4786,1.0346,1.5391,164.1758,2.2153,0
629,30.25,5736,335,27.61,5.22,27.94,0.03,5,16.3333,136.9568,9.5,4,9.5,14.6362,16.3333,897.559,136.9568,42.7822,917.7791,11.9127,77.0422,52.0141,760.6022,-84.7412,6.5536,0,27.91,22.39,2.4481,0.1074,69.164,8.5346,10.5971,52.2529,92.8507,94.1372,6.5536,1.1801,20.9797,75.3713,11,9,6,8,1,2,11.9085,0.6667,0.8889,0.2222,88.8889,1,4,D,2.3725,39.8349,20.3325,0.265,1.4809,2.9627,1.8867,3.7586,1.1654,2.9531,2.1366,1.2131,1.3501,1.7104,1.7421,1.4411,1.8643,3.4846,2.1366,0.3888,-3,1.1903,1.4458,1.9489,-0.0463,0.8171,1.6314,1.4462,-1.5229,2.5251,-0.1696,-2,-0.5607,1.322,0.0043,1.0762,0.7789,1.076,-0.969,2.8812,1.9678,0.0756,1.8773,0.3032,0.8165,1.3084,87.3782,1.9414,0
630,30.42,6,90,35.78,11.72,48.01,0.03,5,25.0694,191.1096,9.5,4,4.5,16.4333,25.0694,1418.5499,149.5556,93.2894,922.7785,10.3496,89.1605,44.9483,1268.9943,-86.5278,7.4227,0,47.98,24.06,3.0146,0.0625,70.2154,8.6693,18.0144,34.581,113.1146,68.95,9.4851,1.1179,15.2059,103.4388,10,12,8,8,4,4,13.7139,0.6667,0.6667,0.3333,66.6667,1,4,D,3.1205,52.3489,22.1307,0.3533,1.4833,2.9651,1.9502,0.7789,1.2157,3.1518,2.1748,1.3991,1.3813,1.7787,1.7904,1.5536,1.8705,3.4821,2.2813,0.4792,-3,1.0212,1.6811,1.824,-0.1696,0.9775,1.9699,1.6813,-1.5229,1.9543,-0.1696,-2,-0.4397,1.1823,0.6031,1.1375,0.9036,1.0149,-1.2041,3.1035,2.0535,0.0523,2.0147,0.6031,0.8706,1.3452,39.9767,1.6018,0
631,26.55,19,2,32.28,18.11,55.12,0.03,7,25.875,169.3164,11.5,4,4.5,18.0401,25.875,1474.3347,230.4908,142.4869,505.9396,2.7675,182.8121,51.1705,1243.8439,-88.5157,8.7076,0,55.09,14.17,3.9065,0.0544,81.6641,5.1425,20.5477,19.8743,145.628,143.03,6.3965,1.1853,10.3472,76.3785,5,12,8,8,4,4,19.303,0.6667,0.6667,0.3333,66.6667,1,5,D,9.6701,86.8531,40.5753,0.3533,1.4242,2.7041,2.262,1.279,1.2562,3.1686,2.3627,1.4129,1.1514,1.7844,1.8332,1.5089,1.9328,3.48,2.2287,0.5918,-3,1.0212,1.7411,1.824,-0.1696,0.8066,2.1538,1.7413,-1.5229,0.3032,-0.1696,-2,-0.4397,1.0152,0.6031,1.2858,0.9036,0.4421,-1.2644,3.0948,2.1632,0.0775,1.883,0.6031,0.9399,1.6084,172.4036,2.2365,0
632,31.83,1072,203,37.11,11.5,103.89,0.03,6,25.2546,465.709,10.5,4,4.5,16.4529,25.2546,1417.8034,234.0228,224.0846,3002.7149,16.0157,187.4859,43.1881,1183.7806,-67.1528,3.0444,0,103.86,25.61,2.677,0.0289,68.8101,9.6048,42.344,38.032,109.1085,94.1372,6.0584,1.1977,6.3271,47.5379,13,12,6,7,5,4,29.8247,0.5,0.5833,0.3333,58.3333,1,4,D,2.5749,22.3864,22.3864,0.52,1.503,3.4775,2.273,3.0302,1.2162,3.1516,2.3693,1.4023,1.4084,1.78,1.7889,1.5695,1.8622,3.4826,2.6681,0.4276,-3,1.0212,2.0164,1.766,-0.2267,0.7831,2.3504,2.0166,-1.5229,2.3075,-0.2924,-2,-0.2757,0.8019,0.6998,1.4747,0.7789,1.2045,-1.5391,3.0733,2.0379,0.082,1.6771,0.6031,0.4835,1.3502,94.0565,1.9734,0
633,36.37,819,610,28.5,0.78,51.05,0.03,-4,14.4398,188.2648,0.5,1,0.5,14.1431,14.4398,857.0921,177.7946,97.2145,1660.6637,13.9771,118.8132,46.6806,679.2975,-78.0345,4.5526,21.4341,51.02,27.72,3.2539,0.0588,62.2857,10.1831,16.1575,70.5213,102.9878,143.03,4.8207,1.2617,8.8165,29.2407,14,8,5,6,2,1,29.3116,0.625,0.75,0.125,75,2,3,D,1.5936,39.5301,32.6087,0.2633,1.5609,3.2203,2.0749,2.9133,1.1505,2.933,2.2499,1.1596,1.4428,1.6941,1.7057,1.4548,1.8214,3.4872,2.2748,0.5124,-3,0.8129,1.7077,1.8751,-0.1192,0.684,1.9878,1.708,-1.5229,2.7853,-0.1972,1.3313,-0.5634,0.9458,0.3032,1.4672,0.6998,1.1454,-1.2306,2.8321,2.0128,0.1044,1.4661,0.0043,0.6583,1.5135,149.6977,2.1752,0
634,25.2,26,10,32,18,28.96,0,6,25.7593,109.982,10.5,4,4.5,18,25.7593,1488.319,185.0876,76.2998,216.2035,1.7022,127.0125,51.6213,1303.2315,-92.6103,13.5324,0,28.96,14,3.1598,0,81.8182,4.7643,11.6137,18.4953,126.7161,143.03,8.0412,1.142,19.5062,133.7899,3,12,8,10,2,2,11.1243,0.6667,0.8333,0.1667,83.3333,1,5,D,7.4097,86.7787,26.2215,0.3533,1.4016,2.3349,2.1038,1.4151,1.2553,3.1727,2.2674,1.4109,1.1461,1.7836,1.8325,1.5051,1.9336,3.4798,2.0413,0.4997,-3,1.0212,1.4618,1.9209,-0.074,0.9059,1.8826,1.4618,-2,1.0004,-0.1696,-2,-0.4397,1.2904,0.3032,1.0467,0.9036,0.231,-2,3.115,2.1028,0.0615,2.1265,0.3032,1.1314,1.4188,127.2929,2.1048,0
635,31.03,1656,640,30.39,8,16,0.03,6,19.9398,68.9356,10.5,4,10.5,15.3675,19.9398,1100.8155,89.2478,12.5378,294.1406,7.7725,37.8436,50.4899,1011.5677,-93.7378,15.9688,0,15.97,22.39,2.7852,0.1875,70.3011,8.3435,6.5105,41.8433,113.3314,68.95,12.3344,1.0882,87.7997,308.7062,8,11,7,10,1,2,3.5659,0.6364,0.9091,0.1818,90.9091,1,4,D,6.0736,67.2218,8.562,0.3517,1.4919,2.4686,1.578,3.2191,1.1866,3.0417,1.9506,1.2997,1.3501,1.7399,1.7634,1.4827,1.871,3.4831,1.8384,0.4449,-3,1.2175,1.2033,1.9587,-0.0366,1.0915,1.0986,1.2041,-1.5229,2.8062,-0.1895,-2,-0.4417,1.9435,0.0043,0.5534,0.8457,0.8906,-0.727,3.005,2.0544,0.0407,2.4896,0.3032,1.2033,0.9331,18.2644,1.2616,0
636,31.98,20,407,33.22,10.06,23.88,0.03,5,22.5093,116.4082,9.5,4,4.5,15.9608,22.5093,1267.0266,120.7643,22.2764,479.7861,7.6741,62.5199,47.7303,1146.2623,-90.8125,10.8843,0,23.85,23.16,2.4617,0.1256,70.3912,8.6894,9.5551,38.6037,98.4996,68.95,10.4917,1.1054,56.8775,194.9152,8,12,7,9,3,4,6.5004,0.5833,0.75,0.3333,75,1,4,D,3.0792,45.2047,15.9228,0.4367,1.505,2.681,1.796,1.3012,1.2031,3.1028,2.0819,1.3524,1.3647,1.7597,1.7786,1.5214,1.8715,3.4827,2.066,0.3912,-3,1.0212,1.3775,1.8751,-0.1192,1.0213,1.348,1.378,-1.5229,2.6096,-0.2267,-2,-0.35,1.755,0.4786,0.8136,0.8457,0.885,-0.901,3.0593,1.9934,0.0474,2.2899,0.6031,1.0368,1.2023,30.5898,1.4856,0
637,33.33,34,606,34.22,9.78,28.96,0.03,7,23.537,148.6408,11.5,4,4.5,15.9726,23.537,1351.0438,148.6408,54.9924,737.1805,8.3527,88.257,46.2565,1202.403,-88.9981,9.0893,0,28.93,24.44,2.338,0.1036,69.1492,9.0695,12.5197,38.533,101.0736,68.95,9.0893,1.1236,24.5678,98.5689,10,12,7,8,4,4,13.7066,0.5833,0.6667,0.3333,66.6667,1,4,D,5.0427,38.0502,23.7035,0.4367,1.523,2.8676,1.9457,1.5316,1.2034,3.1307,2.1721,1.3718,1.3881,1.7674,1.7766,1.5343,1.8642,3.4827,2.1721,0.3688,-3,1.0212,1.4613,1.824,-0.1696,0.959,1.7404,1.4618,-1.5229,2.7825,-0.2267,-2,-0.35,1.3905,0.6031,1.1372,0.8457,0.9218,-0.9846,3.0801,2.0046,0.0545,1.9938,0.6031,0.9585,1.375,34.04,1.532,0
638,30.56,2,100,33.94,12.61,35.56,0.03,5,24.2685,168.9862,9.5,4,4.5,16.5303,24.2685,1364.806,164.3037,40.8372,773.19,7.4184,104.2256,47.7313,1200.5023,-87.6183,8.0764,0,35.53,21.33,2.5252,0.0844,72.9795,8.0433,13.9596,33.1429,99.1298,68.95,8.3066,1.1369,33.4207,157.5497,9,12,7,8,4,4,8.6627,0.5833,0.6667,0.3333,66.6667,1,4,D,2.8188,41.2822,27.9049,0.4367,1.4853,2.8883,2.018,0.3032,1.2183,3.1351,2.2156,1.385,1.329,1.7728,1.7966,1.5307,1.8864,3.4819,2.2279,0.4023,-3,1.0212,1.5506,1.824,-0.1696,0.9199,1.6112,1.551,-1.5229,2,-0.2267,-2,-0.35,1.5241,0.6031,0.9382,0.8457,0.8703,-1.0737,3.0794,1.9962,0.0595,2.1974,0.6031,0.9072,1.4458,52.4246,1.7195,0
639,32.17,15,360,35.22,11.22,28.96,0.03,4,23.8796,133.9596,8.5,3,4.5,16.3056,23.8796,1331.213,128.9862,46.6771,657.6304,9.4293,69.7432,45.5144,1202.2267,-89.937,9.9374,0,28.93,24,2.5942,0.1036,70.0823,9.1077,11.6639,38.1401,104.4839,68.95,10.3206,1.1073,28.5196,134.2666,10,12,7,8,4,4,9.9147,0.5833,0.6667,0.3333,66.6667,1,4,D,2.0288,46.3469,17.6913,0.4367,1.5076,2.818,1.8435,1.1764,1.2123,3.1242,2.1105,1.378,1.3802,1.77,1.7869,1.5468,1.8697,3.4826,2.127,0.414,-3,1.0212,1.4613,1.824,-0.1696,1.0141,1.6692,1.4618,-1.5229,2.5563,-0.2267,-2,-0.35,1.4553,0.6031,0.9967,0.8457,0.9745,-0.9846,3.08,2.019,0.0482,2.128,0.6031,0.9973,1.248,34.4437,1.5371,0
640,35.47,331,740,34.56,8.56,85.6,0.03,-4,21.5324,384.6322,0.5,1,4.5,15.7778,21.5324,1210.684,168.3782,261.5984,2757.3796,25.4017,108.5512,45.2477,1042.3058,-68.2302,3.1476,0,85.57,26,2.6706,0.035,67.3203,9.7715,33.4315,45.3806,104.3016,68.95,7.1903,1.1615,4.628,52.2999,14,12,6,6,6,6,23.1489,0.5,0.5,0.5,50,1,4,D,1.1552,22.5989,22.5989,0.52,1.55,3.4405,2.0356,2.5198,1.198,3.083,2.2263,1.3331,1.415,1.7523,1.7676,1.5386,1.8532,3.4836,2.585,0.4266,-3,1.0212,1.9323,1.6991,-0.2924,0.8574,2.4177,1.9325,-1.5229,2.8692,-0.2924,-2,-0.2757,0.6663,0.7789,1.3647,0.7789,1.4049,-1.4559,3.018,2.0183,0.0687,1.7186,0.7789,0.498,1.3543,83.6428,1.9224,0
